																																				
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	Undetermined_S0_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	Undetermined_S0_L001_identity	ZL10_S3_L001_identity
HtGene4160	2016	28.8	2016	2016	222	0	161	215	1275	152	0	241	560	2016	419	456	0	1594	0	47.9	47.9	81.7	0	85.9	84.7	60.0	84.9	0	79.2	77.7	47.4	77.0	70.0	94.8	48.0	0
HtGene4175	3627	26.5	3624	3547	0	0	0	0	1536	0	0	0	615	3496	0	0	0	2234	0	49.1	49.0	0	47.8	0	0	61.9	82.2	0	77.2	67.8	48.6	62.3	0	0	48.7	0
HtGene4178	3735	26.8	3571	3271	0	0	0	0	1900	31	0	89	502	3447	0	0	0	2349	0	99.7	99.8	0	0	0	0	96.1	100.0	0	99.7	98.8	98.1	100.0	100.0	0	99.2	0
HtGene4182	848	21.3	839	610	125	0	0	0	391	11	0	0	303	669	230	235	0	433	0	99.1	98.8	100.0	0	100.0	100.0	95.8	89.4	0	0	99.8	98.5	91.4	91.3	100.0	96.7	0
HtGene4190	648	35.6	648	645	0	0	242	0	576	0	0	243	88	648	0	0	0	529	0	48.9	48.9	0	0	70.7	0	48.4	0	0	52.4	51.1	48.8	77.4	77.2	0	47.4	53.0
HtGene4198	756	23.3	756	722	0	0	0	0	751	99	0	0	110	756	0	0	0	492	0	98.8	98.8	0	0	0	0	95.5	86.5	0	0	97.6	98.0	98.0	100.0	0	97.3	0
HtGene4204	3951	23.7	3951	3789	0	228	0	0	2398	312	0	405	296	3869	573	685	0	2147	0	99.7	99.7	0	100.0	100.0	100.0	95.9	87.2	0	96.6	98.8	98.5	96.4	98.9	0	99.8	98.9
HtGene4231	549	33.3	549	492	0	0	0	0	349	349	0	0	0	541	262	261	0	380	0	96.9	96.9	100.0	0	100.0	0	92.8	87.5	0	100.0	100.0	96.5	99.0	96.7	0	95.3	0
HtGene4234	1842	30.2	1842	1842	677	143	694	261	1666	1227	272	839	448	1842	819	828	0	1630	0	99.8	99.8	97.3	100.0	96.0	96.2	94.4	88.9	98.2	94.2	98.9	98.9	90.7	91.4	91.8	99.0	0
HtGene4241	1601	26.0	1570	1458	0	0	0	0	601	137	0	0	339	1518	130	0	0	655	0	99.7	99.8	0	0	0	0	98.8	100.0	0	0	99.4	98.0	100.0	100.0	0	99.8	0
HtGene4242	1416	27.5	1416	1416	0	0	0	0	794	242	0	0	744	1416	121	115	0	998	0	47.7	47.7	79.8	0	70.5	0	58.0	68.1	85.2	0	57.1	47.9	66.4	82.7	83.0	48.6	0
HtGene4258	3642	23.9	3637	3461	0	0	0	0	1453	45	0	0	178	3444	0	172	0	2078	0	49.9	50.1	0	0	0	0	64.2	84.9	0	88.6	78.9	50.2	72.7	76.4	0	52.2	0
HtGene4261	1047	28.5	1047	1047	19	132	318	0	1037	414	0	648	192	1047	963	859	25	854	0	49.6	49.6	64.9	74.2	60.9	0	49.5	49.4	66.3	55.4	69.2	51.2	50.8	52.7	85.2	49.3	75.0
HtGene4266	1194	23.5	1193	999	49	0	0	0	1000	41	0	0	52	1086	194	66	120	383	0	48.7	51.7	85.7	89.6	0	86.9	53.8	85.4	80.4	0	34.6	49.9	75.3	81.4	77.0	52.6	0
HtGene4277	3483	26.7	3455	3455	0	0	0	0	1311	99	0	0	890	3438	0	312	74	2622	0	49.4	49.3	0	86.9	0	0	70.8	89.4	0	97.1	71.6	48.9	79.6	85.2	87.2	49.8	0
HtGene4280	966	26.5	966	966	0	0	0	0	798	0	0	0	93	966	0	0	0	648	0	51.3	51.3	0	0	0	0	48.5	0	0	0	83.9	51.1	57.6	0	0	52.1	85.6
HtGene4283	2457	27.1	2457	2457	558	0	364	221	2253	396	184	601	619	2457	815	950	0	2084	0	53.2	53.2	75.9	0	84.6	84.6	55.8	85.6	85.6	81.3	76.5	53.1	73.5	71.1	0	53.7	0
HtGene4290	1548	24.7	1544	1391	0	0	0	0	732	274	0	0	0	1288	0	0	0	1231	0	47.5	47.4	0	0	0	0	65.7	70.0	0	0	67.5	48.3	0	0	89.2	47.4	0
HtGene4292	3291	29.0	3291	3291	826	372	456	0	3290	1574	0	1004	1171	3291	1516	1921	0	2850	0	51.2	51.4	75.7	88.5	79.7	87.7	51.4	66.7	84.5	75.6	67.5	52.1	68.5	59.4	0	52.3	0
HtGene4302	4344	24.1	4344	4145	0	0	0	0	1096	0	0	0	906	4184	0	0	27	2631	0	49.4	49.3	0	0	0	0	75.8	100.0	0	91.7	73.7	49.6	86.2	87.2	91.9	49.3	0
HtGene4304	1434	31.2	1434	1434	401	0	566	0	1433	904	0	956	1243	1434	764	902	0	1278	0	51.5	51.5	75.8	79.6	66.1	86.5	52.2	59.4	79.5	58.2	54.1	50.9	63.3	55.4	0	51.6	0
HtGene4305	5051	28.2	5051	5048	208	0	240	0	4253	902	105	329	1867	5051	0	0	137	4450	50	50.6	50.7	85.6	0	78.5	90.9	54.2	76.8	88.1	82.5	69.7	51.2	84.2	81.3	86.6	51.5	88.2
HtGene4307	1497	34.7	1497	1473	653	0	727	276	1269	593	202	803	818	1497	1203	1222	0	1176	0	47.4	47.4	53.4	78.1	64.8	75.9	48.6	58.2	80.4	54.2	59.8	47.7	48.4	47.9	0	46.8	0
HtGene4315	5034	25.2	5013	4787	288	121	497	0	1561	623	0	717	1408	4777	646	627	0	3553	0	48.7	49.8	86.9	93.3	86.2	0	73.4	84.1	0	83.3	68.1	50.7	75.4	84.0	0	49.7	0
HtGene4329	3090	24.2	3088	2983	0	0	0	0	1470	0	0	0	289	3083	115	84	0	1305	0	99.5	99.5	100.0	0	0	0	95.9	87.6	0	0	98.7	98.2	95.4	96.6	0	99.3	0
HtGene4338	1365	20.0	1252	1048	0	0	0	0	377	0	0	0	0	954	0	0	0	536	0	51.9	56.0	0	0	0	0	75.6	0	0	0	84.4	59.7	0	0	0	59.8	0
HtGene4349	1224	28.2	1221	1224	0	0	185	0	1054	0	0	267	202	1224	0	0	0	1165	0	48.4	48.4	0	0	79.2	0	52.0	0	0	77.2	69.6	48.7	76.3	0	0	47.9	0
HtGene4350	1224	24.8	1224	1128	0	0	0	0	958	0	0	0	321	1155	149	187	0	866	0	99.3	99.5	100.0	0	100.0	0	95.1	92.8	0	100.0	98.4	98.3	100.0	99.2	0	99.1	0
HtGene4354	2679	25.9	2675	2631	0	0	0	0	1916	146	0	0	438	2489	291	533	0	1468	0	99.5	99.4	0	0	0	0	95.8	88.3	0	99.2	98.3	98.2	95.7	98.6	0	99.7	0
HtGene4359	4668	23.7	4667	4651	0	0	0	0	729	0	0	0	463	4304	0	0	0	2803	0	48.1	48.1	0	0	0	0	82.5	92.2	0	0	83.7	50.1	0	81.5	0	50.5	90.4
HtGene4364	1008	31.8	1008	968	0	0	0	0	877	346	0	0	286	873	62	0	0	820	0	99.7	99.6	0	0	0	0	97.7	87.2	0	0	99.4	98.9	100.0	100.0	0	97.9	0
HtGene4379	2177	26.5	2177	2177	458	0	503	0	2050	471	185	901	399	2177	1245	1309	0	1718	0	99.8	99.8	98.3	0	97.9	100.0	95.2	88.7	100.0	96.0	99.1	99.1	95.7	93.3	0	99.6	0
HtGene4381	573	30.4	573	573	181	0	0	0	439	0	181	181	37	573	181	181	0	559	0	47.1	47.1	49.2	0	44.5	0	48.1	53.7	47.0	48.1	57.9	46.8	49.2	49.2	0	48.1	0
HtGene4390	3706	25.2	3706	3671	0	0	0	0	1607	34	0	273	840	3651	0	0	0	2321	0	50.1	50.2	0	88.1	91.1	0	66.3	92.0	0	86.8	62.9	49.9	81.5	78.3	0	50.1	0
HtGene4400	807	21.7	807	335	0	0	0	0	0	0	0	0	124	588	0	0	0	141	0	51.5	65.2	0	0	0	0	0	0	11.4	0	80.6	59.2	0	0	0	66.2	0
HtGene4412	540	30.7	519	418	175	0	265	235	418	266	0	270	0	418	270	270	0	277	0	49.3	49.3	52.8	0	51.5	51.3	48.6	51.6	0	48.1	0	49.3	54.3	50.7	0	49.1	0
HtGene4418	885	25.8	885	885	0	0	194	0	885	419	0	113	440	885	0	133	0	859	0	49.0	49.0	0	0	80.9	0	48.8	66.0	0	65.6	59.6	49.5	0	55.7	0	49.0	0
HtGene4420	1713	29.7	1713	1712	0	0	507	0	1290	291	0	491	823	1713	102	0	141	1526	0	50.6	50.6	87.1	0	78.6	0	57.8	82.7	88.4	76.3	65.9	51.0	77.5	95.4	87.9	51.0	0
HtGene4449	3735	27.3	3735	3735	0	0	0	0	2220	0	0	0	1534	3735	145	306	0	2549	0	50.6	50.6	0	88.6	0	0	59.9	0	0	0	62.6	50.3	84.5	78.5	0	51.9	0
HtGene4451	708	33.2	708	708	0	0	0	0	580	191	0	353	61	666	152	107	0	593	0	48.7	48.7	0	0	62.8	0	44.0	60.7	58.6	58.8	83.6	48.6	59.0	57.8	0	44.9	0
HtGene4452	1566	28.1	1566	1566	731	0	703	44	1566	1470	0	967	926	1566	860	858	0	1417	0	99.8	99.8	95.4	0	95.0	100.0	93.2	83.8	100.0	91.2	99.2	99.1	92.0	90.5	0	98.9	0
HtGene4476	2313	24.0	2310	2107	0	0	0	0	1528	0	0	0	295	1929	0	350	0	1775	0	51.7	52.0	0	0	0	0	62.0	80.8	85.0	0	73.6	53.0	79.9	68.1	0	54.2	83.6
HtGene4497	897	28.5	897	874	0	0	0	0	897	0	0	0	194	897	205	207	0	728	0	52.4	52.4	0	0	0	0	53.6	0	0	81.8	67.1	52.2	67.0	71.0	0	54.3	0
HtGene4502	1915	29.7	1915	1915	453	0	481	0	1735	38	118	611	1170	1915	895	908	0	1755	0	50.7	50.7	75.3	0	78.0	85.1	52.4	90.9	84.2	73.8	60.2	50.1	65.8	66.8	0	51.2	0
HtGene4506	1659	27.5	1659	1659	0	0	0	0	983	0	0	0	862	1659	0	0	0	1408	0	47.1	47.1	0	0	0	0	59.2	41.2	0	0	65.1	47.4	85.7	79.1	0	48.3	0
HtGene4510	2064	32.7	2064	2064	326	0	467	234	1509	692	325	522	426	2064	538	720	0	1701	0	99.9	99.9	98.7	0	99.6	93.4	94.2	90.5	100.0	92.9	98.9	98.8	91.2	95.2	0	99.5	0
HtGene4513	3072	27.2	3072	3072	0	0	0	0	1912	0	0	306	896	3072	0	430	0	2727	0	52.7	52.7	0	0	87.3	0	67.3	95.0	0	86.7	70.3	52.5	85.4	77.4	0	53.0	89.9
HtGene4516	1947	26.8	1947	1947	0	0	125	0	1077	0	0	182	304	1947	332	402	0	1792	0	50.8	50.8	91.9	0	88.8	0	59.7	100.0	0	85.0	64.7	50.7	78.6	69.1	0	50.4	0
HtGene4522	2121	25.1	2115	2089	589	0	322	0	1824	738	24	565	180	2077	1029	1083	0	1889	0	99.6	99.7	98.2	0	94.9	100.0	95.6	88.9	99.1	97.4	99.3	98.9	93.3	96.5	100.0	99.1	0
HtGene4537	597	27.5	597	556	0	0	0	0	367	191	0	0	242	568	0	0	0	518	0	48.7	54.9	0	0	0	0	65.0	77.7	0	78.7	72.4	49.2	68.7	0	0	55.0	0
HtGene4539	2052	25.7	2052	2052	175	0	131	0	1789	202	0	207	285	2052	207	522	0	1670	0	99.8	99.8	91.7	0	100.0	100.0	95.8	89.5	0	92.3	99.4	99.0	90.0	95.8	0	98.7	100.0
HtGene4549	1823	21.8	1821	1596	0	0	0	0	1306	0	0	0	362	1727	128	131	0	1410	0	53.7	53.0	61.6	0	0	0	58.0	77.8	0	0	72.3	53.6	78.0	72.9	0	54.8	0
HtGene4560	1251	23.9	1251	1251	0	0	129	0	672	144	0	170	516	1251	156	0	0	572	0	48.5	48.5	0	0	81.8	0	59.1	83.7	0	80.9	64.8	48.4	82.9	83.0	0	50.0	0
HtGene4561	1904	22.7	1877	1243	0	0	0	0	524	0	0	0	138	1494	0	0	0	941	0	46.3	50.3	83.2	0	0	0	63.5	58.1	0	0	70.3	50.9	0	69.6	0	50.6	0
HtGene4571	738	30.6	738	738	138	0	0	0	738	409	0	0	124	738	154	170	0	674	0	99.6	99.6	100.0	99.4	0	0	92.5	85.9	0	0	98.7	99.2	100.0	98.2	0	99.6	0
HtGene4572	639	28.5	639	639	211	0	173	234	639	214	223	254	167	639	409	415	0	560	0	99.5	99.5	97.4	0	95.0	100.0	93.3	88.5	100.0	91.7	99.4	98.7	90.8	93.2	0	99.6	0
HtGene4573	1632	32.0	1632	1632	281	0	142	0	1396	928	0	275	866	1632	552	880	0	1448	0	50.7	50.7	79.1	0	81.0	87.1	54.1	62.5	0	76.2	57.7	50.3	68.2	58.8	86.8	49.5	0
HtGene4575	2880	33.4	2880	2813	334	0	576	357	1512	515	174	709	1273	2785	838	928	0	1768	0	99.8	99.8	95.5	0	94.9	96.9	96.0	87.1	100.0	96.3	98.8	98.4	91.1	92.6	0	98.6	100.0
HtGene4576	3409	30.4	3409	3409	1312	272	720	185	2035	1258	227	1307	718	3403	1791	1858	0	2271	0	44.4	44.3	58.6	82.2	68.5	79.3	53.7	63.4	70.2	61.6	61.3	43.6	59.5	57.6	0	48.1	0
HtGene4581	1188	25.0	1188	1188	0	0	0	0	1021	0	0	0	153	1188	0	0	43	970	0	98.3	98.3	0	100.0	0	0	94.9	100.0	100.0	0	97.9	97.1	97.2	100.0	100.0	97.4	0
HtGene4582	912	18.9	912	870	0	0	0	0	501	0	0	0	0	912	0	0	0	0	0	58.0	58.0	0	0	0	0	72.1	0	0	0	0	57.9	89.2	0	0	91.2	0
HtGene4595	1245	22.9	1245	1245	229	0	327	131	1068	248	81	569	0	1245	865	902	0	921	0	99.8	99.8	99.3	0	96.8	97.9	95.2	88.4	98.9	94.8	100.0	99.2	92.4	90.5	89.9	98.6	0
HtGene4603	1473	24.0	1472	1180	0	0	0	0	450	0	0	0	173	1253	0	0	0	850	0	54.3	54.7	0	0	0	0	72.3	0	0	0	71.6	55.0	0	0	0	55.7	0
HtGene4607	2177	23.7	2177	2071	0	0	0	0	1018	378	0	0	116	1895	0	0	0	924	0	52.0	52.9	0	0	0	0	68.5	80.9	0	0	82.6	54.9	0	0	91.2	67.2	0
HtGene4614	1812	24.6	1812	1812	0	0	0	0	1309	174	0	0	406	1736	0	0	0	1190	0	99.7	99.7	0	0	0	0	95.2	91.5	0	0	99.1	98.5	97.8	98.9	0	99.4	0
HtGene4615	3525	27.7	3525	3525	548	0	607	162	3525	119	0	1111	1039	3525	1168	1392	0	3087	0	48.8	48.8	69.8	0	73.1	75.2	48.3	77.8	77.9	65.6	66.9	48.6	64.4	65.4	0	48.6	0
HtGene4619	2172	29.8	2169	2172	0	0	0	0	796	188	0	0	940	2172	0	0	0	1876	0	47.9	48.0	88.1	0	0	0	73.1	77.1	0	0	69.8	47.2	82.2	85.3	90.0	48.4	86.8
HtGene4622	1275	29.5	1274	1274	0	0	139	0	1274	379	0	518	312	1266	448	473	0	1129	0	52.2	52.4	66.3	0	69.5	0	51.5	73.2	0	64.4	65.6	52.2	64.3	69.2	0	52.9	0
HtGene4639	1041	24.4	1040	1040	0	0	191	0	865	0	0	0	351	966	131	229	0	412	0	39.6	39.7	0	0	73.7	0	40.5	44.8	0	0	67.6	40.2	69.6	73.4	34.3	44.2	0
HtGene4646	2427	35.6	2427	2427	211	0	613	146	1718	701	215	790	76	2427	841	841	0	2134	0	47.3	47.3	85.3	86.8	74.6	84.3	58.8	74.5	80.0	73.3	71.5	47.3	70.7	66.8	86.9	47.6	90.5
HtGene4653	2181	24.6	2180	2178	168	0	0	102	1273	153	0	200	563	2174	265	266	0	1809	0	50.1	50.1	83.3	77.1	83.6	89.2	64.3	80.0	0	82.0	71.3	50.9	71.8	73.6	0	52.9	0
HtGene4659	2145	27.5	2142	2109	576	0	458	272	1064	187	252	747	134	2145	875	943	0	1685	0	49.4	49.4	76.1	0	75.3	77.6	61.1	88.8	82.8	70.9	87.5	49.1	70.4	68.1	0	51.0	0
HtGene4668	1605	22.6	1591	1526	245	0	0	0	1137	41	0	179	0	1499	429	455	0	1069	0	52.9	53.8	84.7	0	0	82.9	60.3	91.7	0	82.4	82.1	51.4	82.2	73.3	0	55.5	0
HtGene4675	1245	25.0	1245	1232	183	0	0	0	834	193	0	0	0	1245	277	262	46	593	0	99.8	99.8	100.0	0	0	0	94.5	93.3	0	0	100.0	98.5	91.6	94.4	98.0	98.6	0
HtGene4676	2721	25.3	2720	2649	0	0	0	0	1502	43	0	0	629	2556	106	153	0	1776	0	45.5	45.5	0	0	0	0	55.7	78.5	0	0	63.6	45.6	81.1	87.3	77.0	47.8	0
HtGene4693	2624	33.5	2622	2624	0	0	0	0	0	0	0	0	1716	2398	0	231	0	2389	0	50.8	50.7	0	0	0	82.1	80.4	0	87.1	95.3	59.7	50.7	90.4	79.0	82.2	50.6	0
HtGene4694	2790	26.4	2790	2790	597	0	468	212	2422	906	0	627	1298	2790	954	1198	0	2223	0	50.9	50.9	77.5	93.4	77.5	83.2	54.4	71.7	88.0	75.6	57.1	50.8	74.8	63.8	0	51.0	0
HtGene4704	1707	24.7	1707	1707	0	0	0	0	1393	0	0	0	224	1702	163	174	0	1471	0	99.8	99.8	0	0	100.0	0	95.6	0	0	100.0	98.2	98.8	93.3	98.6	0	99.7	0
HtGene4718	1299	23.2	1299	1247	150	0	0	0	773	0	0	151	0	1299	229	286	0	598	0	49.8	49.8	82.0	0	80.7	0	59.1	35.3	0	75.2	80.2	50.0	76.8	71.6	0	51.5	75.9
HtGene4720	1635	26.8	1635	1635	0	0	0	0	1122	258	0	504	354	1635	400	417	0	1462	0	48.5	48.5	81.3	0	83.8	0	56.6	78.6	0	74.1	64.0	49.0	75.4	64.8	0	49.0	0
HtGene4724	2952	34.4	2951	2952	0	0	0	0	267	0	0	0	784	2952	0	210	0	2687	0	47.6	47.6	0	0	0	0	79.1	0	0	0	59.5	46.9	81.2	68.9	0	47.4	0
HtGene4759	441	30.6	441	441	0	0	0	0	441	246	0	0	0	441	0	0	0	371	0	99.3	99.3	0	0	0	0	97.5	85.9	0	0	98.6	99.1	0	0	0	97.4	0
HtGene4768	2967	22.8	2967	2433	0	0	0	0	885	0	0	200	558	2460	0	0	0	1645	0	48.0	49.7	0	0	0	0	59.7	82.1	0	83.3	73.1	52.0	0	0	85.7	55.8	0
HtGene4769	2838	26.5	2826	2732	482	0	247	207	1933	312	159	324	348	2719	383	469	199	2153	0	49.0	50.4	78.1	0	79.3	81.2	56.8	77.7	80.7	76.3	65.0	48.7	80.0	76.5	81.7	50.6	0
HtGene4785	774	26.4	774	774	0	0	0	0	676	390	0	199	256	774	0	0	0	574	0	51.7	51.7	0	0	79.7	0	53.9	65.6	0	75.9	66.7	51.9	0	73.5	0	52.6	0
HtGene4794	1665	27.9	1665	1627	0	0	206	0	1060	395	214	292	395	1659	0	0	0	1374	0	51.6	51.6	0	0	78.0	0	63.6	78.2	85.5	81.5	73.7	51.8	73.9	0	0	51.6	0
HtGene4796	381	31.2	381	381	336	0	258	141	381	375	0	360	0	381	381	381	0	344	0	99.0	99.0	92.5	0	94.3	97.6	94.0	89.2	100.0	93.9	0	98.7	87.9	88.2	0	94.5	0
HtGene4813	2082	28.1	2052	2018	0	0	0	0	0	0	0	0	245	1961	0	0	0	1536	0	51.2	51.3	0	0	0	0	80.8	0	0	0	82.0	50.7	87.4	0	0	51.1	0
HtGene4835	2076	23.7	2076	1897	117	0	0	0	1449	181	0	94	223	1750	335	418	0	1369	0	49.7	49.9	86.0	0	0	0	58.0	83.3	0	89.0	81.4	50.7	81.2	74.3	0	51.4	0
HtGene4838	825	31.4	825	825	302	0	627	0	822	0	0	717	270	825	647	645	0	736	0	49.0	49.0	69.2	0	53.1	77.6	48.0	0	0	51.2	66.4	50.1	55.5	55.4	0	48.5	0
HtGene4863	738	27.1	738	738	471	0	273	0	738	155	293	727	479	738	684	683	0	681	0	53.1	53.1	59.5	80.8	59.3	76.2	53.4	65.7	62.5	51.6	61.5	52.7	55.8	55.0	0	53.9	0
HtGene4883	731	28.9	731	637	261	0	357	0	597	470	269	409	0	681	410	560	0	592	0	98.4	98.6	100.0	0	94.7	100.0	94.0	90.6	96.7	92.0	100.0	98.0	95.5	94.7	0	95.8	0
HtGene4891	2535	31.0	2535	2535	0	0	0	0	1533	44	0	108	701	2535	234	158	27	2273	0	41.9	41.9	75.0	0	0	0	54.1	81.8	0	82.4	56.1	42.3	74.6	67.2	78.1	42.7	67.3
HtGene4901	993	29.7	993	993	0	0	0	0	824	0	0	104	428	992	0	0	0	892	0	50.8	50.8	0	0	0	0	51.7	0	0	80.5	59.2	50.6	52.1	75.7	0	50.1	0
HtGene4913	1758	24.3	1758	1753	218	0	296	254	863	0	0	351	440	1758	421	424	0	963	0	99.8	99.8	100.0	0	99.7	100.0	95.5	85.3	100.0	93.7	98.5	98.6	91.5	92.9	0	99.6	0
HtGene4916	930	25.8	930	922	0	0	0	0	882	0	0	0	168	930	0	0	0	733	0	99.7	99.7	0	0	0	0	93.5	0	0	0	99.6	98.9	100.0	0	0	98.8	0
HtGene4927	982	24.9	982	982	529	249	780	419	982	559	534	833	222	982	656	708	0	885	0	99.4	99.4	98.3	99.4	98.9	99.4	92.2	87.1	96.2	95.6	99.5	98.6	90.8	91.7	98.0	99.2	0
HtGene4938	1405	29.8	1405	1405	0	0	194	0	1186	259	0	433	536	1370	334	417	0	1202	0	45.2	45.2	0	0	77.1	0	47.9	78.7	80.4	72.8	62.7	45.5	68.3	73.6	0	46.0	0
HtGene4957	1923	27.8	1923	1923	0	0	0	0	479	160	0	0	346	1923	0	0	0	1843	0	53.7	53.7	0	0	0	0	72.5	88.5	0	0	59.1	54.3	89.8	87.7	0	53.7	0
HtGene4968	804	24.5	804	771	0	0	0	0	441	0	0	0	190	804	0	0	139	329	0	49.4	49.5	0	0	0	0	57.6	0	0	0	63.7	53.2	0	0	76.3	55.6	0
HtGene4971	753	34.3	753	753	272	0	322	205	595	570	297	397	313	753	570	570	0	524	0	98.8	98.8	95.1	0	97.0	100.0	94.2	86.8	97.6	92.5	98.1	98.3	92.1	91.4	91.0	98.5	0
HtGene4979	2316	29.7	2316	2288	362	0	0	0	1998	637	0	402	740	2316	842	1146	0	2059	0	49.3	49.3	77.8	82.3	78.9	0	48.9	72.0	86.5	74.6	61.5	49.1	68.8	59.6	0	48.6	0
HtGene4981	1086	22.5	1086	1044	101	0	0	0	823	585	0	0	101	709	381	374	0	493	0	99.7	99.7	100.0	0	0	100.0	94.5	86.9	0	0	98.5	98.9	94.9	91.3	0	99.7	0
HtGene4987	1524	24.3	1523	1328	471	159	448	267	653	664	0	496	261	1470	529	709	0	709	0	99.7	99.7	95.5	100.0	92.4	97.5	96.5	93.2	95.2	94.7	99.7	98.6	93.8	93.6	100.0	99.6	0
HtGene5009	1089	27.7	1089	1089	117	0	0	0	1033	0	0	0	183	1089	146	344	0	1027	0	54.4	54.4	90.6	86.7	82.7	0	51.0	0	0	87.5	69.0	54.0	82.8	71.9	0	53.4	0
HtGene5014	1512	27.1	1511	1465	103	0	0	0	1512	123	0	339	517	1512	523	534	0	1384	0	54.1	54.1	78.7	0	81.4	0	53.2	83.0	0	75.6	63.3	53.6	68.2	68.5	0	53.8	0
HtGene5046	1461	23.1	1382	1154	0	0	0	0	980	0	0	0	348	1274	0	0	137	348	0	46.7	50.5	0	0	0	0	54.1	0	39.3	0	57.9	45.3	0	42.9	23.1	53.1	0
HtGene5058	894	27.4	894	872	0	0	0	0	870	0	0	0	309	894	0	0	0	770	0	51.0	51.1	0	0	0	0	53.5	0	0	0	66.4	51.0	0	0	0	51.4	0
HtGene5066	993	26.8	973	753	531	0	529	255	762	420	0	557	118	970	562	708	0	531	0	99.1	99.0	92.4	0	98.9	98.9	94.0	89.0	98.7	92.7	99.2	97.7	93.6	95.3	0	97.5	0
HtGene5073	1806	20.5	1769	1290	0	0	0	0	1103	0	0	0	128	1386	0	0	0	578	0	55.1	59.5	0	0	0	0	60.6	0	0	82.2	82.1	57.3	82.1	73.5	0	66.5	0
HtGene5082	2298	25.3	2298	2298	0	0	0	0	1584	0	0	0	445	2256	0	0	0	1974	0	49.6	49.6	0	0	0	0	61.0	92.3	0	0	74.4	50.2	0	81.0	0	51.2	0
HtGene5104	1200	28.2	1196	1200	0	0	0	0	1157	132	0	0	269	1200	0	0	0	804	0	99.7	99.8	0	0	0	0	96.3	91.6	0	0	98.9	98.0	100.0	0	0	98.0	0
HtGene5115	786	27.0	786	786	261	0	0	0	786	336	0	295	0	786	479	487	0	697	0	99.6	99.6	100.0	0	100.0	0	94.4	86.3	0	98.2	98.8	99.1	94.3	90.9	0	99.4	0
HtGene5124	1842	25.5	1842	1733	236	0	447	110	1745	754	0	567	801	1842	574	573	0	1340	0	51.6	51.6	73.2	90.9	79.3	90.0	53.7	64.7	83.6	77.2	62.2	51.1	71.1	70.6	0	54.8	0
HtGene5149	1428	25.3	1428	1428	0	0	0	0	1428	0	0	0	100	1428	165	126	0	1139	0	51.8	51.8	0	0	0	0	52.5	80.0	0	0	81.4	52.9	85.2	84.2	0	53.4	0
HtGene5152	513	34.1	513	490	0	0	147	0	464	146	0	147	143	441	0	0	0	394	0	46.2	46.2	0	0	39.5	0	48.9	49.3	0	53.2	55.4	45.8	50.0	48.5	53.8	47.2	0
HtGene5156	357	30.3	347	347	0	0	0	0	347	0	0	0	0	347	106	0	0	323	0	98.3	98.3	0	0	0	0	94.5	0	0	0	98.8	98.3	99.0	0	0	98.5	0
HtGene5166	1116	30.7	1116	1116	437	0	572	167	1094	0	260	609	425	1094	485	487	0	972	0	99.2	99.2	95.6	0	98.0	90.4	94.4	87.5	100.0	94.9	99.2	98.7	93.6	94.2	0	98.9	0
HtGene5182	2245	21.8	2243	1256	98	0	0	0	1672	714	0	0	160	1758	491	416	0	1020	0	99.8	99.8	100.0	0	100.0	0	95.0	90.4	0	100.0	99.8	98.9	97.4	97.1	0	97.5	0
HtGene5186	735	28.0	734	735	0	0	0	0	327	67	0	154	286	735	236	187	0	511	0	48.1	48.2	80.0	0	75.8	76.8	71.6	71.6	75.8	75.0	62.2	48.0	75.4	74.2	0	48.2	0
HtGene5199	573	25.8	573	573	87	0	0	0	554	0	0	0	0	573	385	468	0	507	0	54.5	54.5	60.8	77.7	0	70.4	55.1	0	0	69.9	72.0	55.1	60.0	58.3	0	56.5	0
HtGene5201	1202	26.0	1202	1193	116	0	0	0	851	341	0	0	281	1083	258	335	0	734	0	52.6	52.6	83.4	0	0	68.5	57.7	69.8	0	0	75.1	53.2	70.9	73.1	0	56.6	0
HtGene5232	897	27.2	894	897	0	0	0	0	617	342	0	115	281	897	0	0	0	803	0	48.5	48.5	0	0	0	79.5	57.2	67.1	0	82.6	74.7	48.6	73.4	66.5	0	48.8	0
HtGene5259	1292	23.0	1229	1130	0	0	0	0	320	275	0	0	69	1146	0	0	0	671	0	54.6	56.3	0	0	0	0	69.0	68.2	0	0	69.2	56.5	79.7	87.4	0	56.4	77.3
