																																																		
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	ZL10_S3_L001_identity	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
HtGene4130	1032	23.5	1032	990	0	0	0	0	503	0	25	0	0	1032	0	0	0	0	99.7	96.5	0	0.0	0	0.0	67.1	0	100.0	0	0.0	99.2	0.0	0.0	0	0.0	100.0	95.9	0.0	0.0	0.0	0.0	48.7	0.0	2.4	0.0	0.0	100.0	0.0	0.0	0.0	0.0
HtGene4136	737	33.2	737	737	0	0	0	0	0	0	0	0	490	737	0	0	0	0	99.6	99.6	0	0	0	0	0	0.0	0	0.0	70.6	98.2	0	0	0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.5	100.0	0.0	0.0	0.0	0.0
HtGene4137	4496	35.0	4496	4496	308	0	258	229	3235	0	32	725	1472	4496	1515	1651	0	0	99.9	99.9	19.8	0	32.8	83.0	85.0	0.0	8.4	69.5	51.0	98.3	72.7	64.8	0	0	100.0	100.0	6.9	0.0	5.7	5.1	72.0	0.0	0.7	16.1	32.7	100.0	33.7	36.7	0.0	0.0
HtGene4139	2652	31.6	2652	2652	59	49	228	85	1797	77	62	234	704	2640	87	84	61	0	99.8	99.9	65.2	20.5	68.4	93.4	75.0	11.7	21.1	75.3	45.8	98.0	34.5	13.4	91.0	0.0	100.0	100.0	2.2	1.8	8.6	3.2	67.8	2.9	2.3	8.8	26.5	99.5	3.3	3.2	2.3	0.0
HtGene4158	1776	29.6	1776	1776	0	27	33	0	1633	0	0	209	565	1776	28	0	25	0	99.8	99.8	0	13.9	8.0	0	84.2	0.0	0	36.8	82.1	98.0	5.7	0.0	96.2	0	100.0	100.0	0.0	1.5	1.9	0.0	91.9	0.0	0.0	11.8	31.8	100.0	1.6	0.0	1.4	0.0
HtGene4159	1731	29.4	1731	1731	576	20	590	0	1710	558	418	1213	0	1731	1059	1059	0	0	99.8	99.8	59.5	27.4	43.7	0	90.1	67.2	53.2	83.3	0.0	98.8	86.4	72.4	0	0.0	100.0	100.0	33.3	1.2	34.1	0.0	98.8	32.2	24.1	70.1	0.0	100.0	61.2	61.2	0.0	0.0
HtGene4160	2016	28.8	2016	2016	366	0	182	214	1355	106	0	314	560	2016	801	889	0	0	99.9	99.9	87.4	0.0	29.0	90.7	84.6	23.6	0.0	27.8	79.8	98.7	69.1	59.6	0.0	0.0	100.0	100.0	18.2	0.0	9.0	10.6	67.2	5.3	0.0	15.6	27.8	100.0	39.7	44.1	0.0	0.0
HtGene4175	3627	26.5	3627	3547	0	0	0	0	1903	0	0	0	613	3494	24	0	0	25	99.7	97.9	0	0.0	0	0	58.8	0.0	0	0.0	40.6	94.5	3.4	0.0	0	55.6	100.0	97.8	0.0	0.0	0.0	0.0	52.5	0.0	0.0	0.0	16.9	96.3	0.7	0.0	0.0	0.7
HtGene4178	3735	26.8	3576	3271	0	0	0	0	2491	0	111	389	511	3439	506	558	0	0	99.2	93.5	0.0	0	0	0.0	79.1	0	45.6	48.4	31.8	95.5	56.8	40.6	0	0.0	95.7	87.6	0.0	0.0	0.0	0.0	66.7	0.0	3.0	10.4	13.7	92.1	13.5	14.9	0.0	0.0
HtGene4182	848	21.3	839	610	183	0	0	0	368	0	0	0	303	666	240	243	0	0	98.2	92.8	68.8	0.0	0.0	0.0	58.2	0.0	0.0	0.0	68.4	80.9	88.1	87.5	0.0	0.0	98.9	71.9	21.6	0.0	0.0	0.0	43.4	0.0	0.0	0.0	35.7	78.5	28.3	28.7	0.0	0.0
HtGene4190	648	35.6	648	645	175	0	504	0	648	0	0	546	129	648	366	344	0	0	98.8	98.5	56.9	0	82.2	0	92.1	0	0.0	86.8	21.8	97.8	77.7	69.5	0	0.0	100.0	99.5	27.0	0.0	77.8	0.0	100.0	0.0	0.0	84.3	19.9	100.0	56.5	53.1	0.0	0.0
HtGene4198	756	23.3	756	722	0	0	0	0	756	99	0	90	110	756	147	147	0	0	98.8	94.7	0.0	0	0.0	0	91.4	54.1	0	37.0	42.1	98.0	84.7	84.7	0	0	100.0	95.5	0.0	0.0	0.0	0.0	100.0	13.1	0.0	11.9	14.6	100.0	19.4	19.4	0.0	0.0
HtGene4204	3951	23.7	3951	3789	532	215	1070	0	2571	304	168	1395	296	3894	1524	1666	0	0	99.7	97.4	60.8	74.7	79.1	0.0	81.6	59.1	42.4	74.1	20.4	97.1	75.6	80.0	0	0.0	100.0	95.9	13.5	5.4	27.1	0.0	65.1	7.7	4.3	35.3	7.5	98.6	38.6	42.2	0.0	0.0
HtGene4231	549	33.3	549	492	175	0	214	57	407	292	103	314	0	541	407	423	0	0	97.3	87.4	68.7	0.0	54.2	23.0	88.7	65.4	90.3	87.9	0.0	96.0	82.3	79.9	0	0	100.0	89.6	31.9	0.0	39.0	10.4	74.1	53.2	18.8	57.2	0.0	98.5	74.1	77.0	0.0	0.0
HtGene4234	1842	30.2	1842	1842	768	586	740	261	1743	1222	397	1112	506	1842	1336	1481	0	0	99.8	99.8	68.9	61.3	55.7	57.8	89.7	70.6	57.7	82.7	31.4	98.9	77.9	76.5	0.0	0.0	100.0	100.0	41.7	31.8	40.2	14.2	94.6	66.3	21.6	60.4	27.5	100.0	72.5	80.4	0.0	0.0
HtGene4241	1601	26.0	1570	1458	257	0	30	0	1101	42	0	0	339	1518	753	740	0	45	99.7	92.7	56.7	0	38.5	0.0	77.5	26.6	0.0	0.0	99.4	97.0	65.5	65.2	0	97.8	98.1	91.1	16.1	0.0	1.9	0.0	68.8	2.6	0.0	0.0	21.2	94.8	47.0	46.2	0.0	2.8
HtGene4242	1416	27.5	1416	1416	177	0	0	0	822	0	0	121	744	1416	550	593	0	0	99.6	99.6	43.6	0.0	0.0	0	85.7	0.0	0.0	18.2	70.1	98.2	66.6	78.5	0.0	0.0	100.0	100.0	12.5	0.0	0.0	0.0	58.1	0.0	0.0	8.5	52.5	100.0	38.8	41.9	0.0	0.0
HtGene4258	3642	23.9	3639	3461	44	26	0	0	1814	43	0	312	208	3437	83	286	0	27	99.4	94.8	100.0	89.7	0.0	0.0	77.9	34.7	0.0	43.3	23.7	93.6	44.8	21.2	0	30.7	99.9	95.0	1.2	0.7	0.0	0.0	49.8	1.2	0.0	8.6	5.7	94.4	2.3	7.9	0.0	0.7
HtGene4261	1047	28.5	1047	1047	87	157	573	27	1037	414	95	863	213	1047	1037	1037	25	0	98.9	98.9	9.1	38.0	71.1	65.9	93.8	74.6	21.2	82.7	52.5	98.7	89.1	88.7	92.6	0.0	100.0	100.0	8.3	15.0	54.7	2.6	99.0	39.5	9.1	82.4	20.3	100.0	99.0	99.0	2.4	0.0
HtGene4266	1194	23.5	1194	999	129	40	40	77	1161	92	103	122	52	1166	452	589	120	68	99.4	89.2	97.7	34.8	36.4	54.6	89.8	71.3	71.8	85.3	26.6	97.6	55.5	84.8	45.3	53.5	100.0	83.7	10.8	3.4	3.4	6.4	97.2	7.7	8.6	10.2	4.4	97.7	37.9	49.3	10.1	5.7
HtGene4277	3483	26.7	3455	3455	91	94	100	87	1760	86	110	107	952	3455	113	426	74	77	99.1	99.7	63.6	77.5	87.7	52.1	79.9	76.1	95.7	50.2	65.9	98.2	15.3	94.7	78.7	65.0	99.2	99.2	2.6	2.7	2.9	2.5	50.5	2.5	3.2	3.1	27.3	99.2	3.2	12.2	2.1	2.2
HtGene4280	966	26.5	966	966	0	0	0	0	798	0	0	0	93	966	0	0	0	0	99.4	99.4	0	0	0	0	90.2	0	0	0	98.9	98.3	0.0	0	0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	82.6	0.0	0.0	0.0	9.6	100.0	0.0	0.0	0.0	0.0
HtGene4283	2457	27.1	2457	2457	575	0	376	222	2264	287	269	768	619	2457	1046	1365	0	0	99.9	99.9	61.0	0	88.4	59.0	91.5	66.1	68.7	70.3	68.9	99.1	72.0	71.6	0	0	100.0	100.0	23.4	0.0	15.3	9.0	92.1	11.7	10.9	31.3	25.2	100.0	42.6	55.6	0.0	0.0
HtGene4290	1548	24.7	1548	1391	0	146	0	0	763	172	0	0	0	1288	86	226	0	0	99.8	89.7	0	62.4	0.0	0	84.2	46.8	0.0	0	0.0	85.7	28.6	43.9	0.0	0	100.0	89.9	0.0	9.4	0.0	0.0	49.3	11.1	0.0	0.0	0.0	83.2	5.6	14.6	0.0	0.0
HtGene4292	3291	29.0	3291	3291	1508	360	1260	0	3291	1466	698	1943	1171	3291	2605	2687	0	0	99.9	99.9	67.5	38.1	65.3	0.0	93.5	69.1	59.2	66.8	58.7	99.1	84.8	78.3	0	0	100.0	100.0	45.8	10.9	38.3	0.0	100.0	44.5	21.2	59.0	35.6	100.0	79.2	81.6	0.0	0.0
HtGene4302	4344	24.1	4344	4145	0	0	0	0	1290	0	55	0	873	4218	100	0	27	0	99.5	95.1	0.0	0.0	0.0	0	58.4	0.0	91.1	0.0	54.7	95.3	15.4	0.0	43.5	0.0	100.0	95.4	0.0	0.0	0.0	0.0	29.7	0.0	1.3	0.0	20.1	97.1	2.3	0.0	0.6	0.0
HtGene4304	1434	31.2	1434	1434	712	0	1192	187	1434	864	264	1399	1243	1434	1294	1296	0	0	99.8	99.8	61.0	0.0	78.1	45.1	93.2	72.9	29.7	86.3	98.6	99.1	81.5	79.3	0	0	100.0	100.0	49.7	0.0	83.1	13.0	100.0	60.3	18.4	97.6	86.7	100.0	90.2	90.4	0.0	0.0
HtGene4305	5051	28.2	5051	5048	421	155	646	194	4512	786	213	926	2001	5051	739	916	137	166	99.8	99.8	54.5	33.6	67.5	66.0	85.2	65.6	74.7	59.1	77.0	98.8	42.2	29.2	83.5	77.1	100.0	99.9	8.3	3.1	12.8	3.8	89.3	15.6	4.2	18.3	39.6	100.0	14.6	18.1	2.7	3.3
HtGene4307	1497	34.7	1497	1473	942	134	727	496	1313	311	202	1202	818	1488	1269	1269	0	0	98.7	97.1	69.0	30.1	67.3	70.7	93.5	56.6	45.8	84.2	90.2	98.0	85.6	88.6	0	0	100.0	98.4	62.9	9.0	48.6	33.1	87.7	20.8	13.5	80.3	54.6	99.4	84.8	84.8	0.0	0.0
HtGene4315	5034	25.2	5014	4787	687	119	663	0	1764	622	0	836	1439	4732	885	1015	0	0	99.6	96.2	76.6	40.6	68.9	0.0	67.1	73.5	0.0	69.1	52.2	95.4	37.0	65.6	0	0.0	99.6	95.1	13.6	2.4	13.2	0.0	35.0	12.4	0.0	16.6	28.6	94.0	17.6	20.2	0.0	0.0
HtGene4329	3090	24.2	3090	2983	235	0	0	0	1616	0	0	0	289	3090	682	802	0	0	99.5	96.1	31.6	0	0.0	0.0	79.2	0	0.0	0.0	46.8	98.1	59.4	69.5	0	0.0	100.0	96.5	7.6	0.0	0.0	0.0	52.3	0.0	0.0	0.0	9.4	100.0	22.1	26.0	0.0	0.0
HtGene4338	1365	20.0	1252	1048	0	0	0	0	370	0	0	0	0	936	0	0	0	0	91.9	90.5	0.0	0.0	0	0	86.6	0.0	0	0	0.0	90.0	0	0.0	0	0	91.7	76.8	0.0	0.0	0.0	0.0	27.1	0.0	0.0	0.0	0.0	68.6	0.0	0.0	0.0	0.0
HtGene4349	1224	28.2	1224	1224	0	0	175	29	1151	0	127	282	174	1224	248	318	0	0	99.8	99.8	0.0	0.0	70.2	100.0	90.5	0	39.1	66.7	32.3	98.2	37.4	87.5	0	0	100.0	100.0	0.0	0.0	14.3	2.4	94.0	0.0	10.4	23.0	14.2	100.0	20.3	26.0	0.0	0.0
HtGene4350	1224	24.8	1224	1128	261	0	230	128	1043	0	0	344	315	1155	410	402	0	0	99.3	92.7	53.7	0	80.6	89.8	90.8	0.0	0	70.2	39.0	92.9	53.7	65.4	0	0	100.0	92.2	21.3	0.0	18.8	10.5	85.2	0.0	0.0	28.1	25.7	94.4	33.5	32.8	0.0	0.0
HtGene4354	2679	25.9	2675	2631	0	0	0	0	2442	146	0	368	438	2483	468	674	0	0	99.5	97.7	0.0	0	0.0	0	89.7	75.4	0	66.7	34.6	98.1	44.0	77.6	0	0	99.9	98.2	0.0	0.0	0.0	0.0	91.2	5.4	0.0	13.7	16.3	92.7	17.5	25.2	0.0	0.0
HtGene4359	4668	23.7	4668	4651	0	0	0	0	819	0	0	0	449	4288	52	53	0	24	99.9	99.5	0.0	0.0	0.0	0.0	49.3	0	0.0	0.0	30.9	93.1	23.3	5.2	0	10.3	100.0	99.6	0.0	0.0	0.0	0.0	17.5	0.0	0.0	0.0	9.6	91.9	1.1	1.1	0.0	0.5
HtGene4364	1008	31.8	1008	968	441	66	370	0	907	325	0	372	286	948	407	407	0	0	99.7	96.0	88.5	94.1	83.3	0	91.1	65.3	0	70.4	54.4	93.5	67.0	84.6	0	0.0	100.0	96.0	43.8	6.5	36.7	0.0	90.0	32.2	0.0	36.9	28.4	94.0	40.4	40.4	0.0	0.0
HtGene4379	2177	26.5	2177	2177	937	27	756	119	2149	419	315	1181	427	2177	1597	1633	0	29	99.8	99.8	69.6	75.0	78.8	33.4	91.0	51.6	50.9	84.3	23.1	99.1	80.0	75.9	0	50.9	100.0	100.0	43.0	1.2	34.7	5.5	98.7	19.2	14.5	54.2	19.6	100.0	73.4	75.0	0.0	1.3
HtGene4381	573	30.4	573	573	181	0	181	0	474	25	181	224	37	573	181	181	0	27	96.3	96.3	79.4	0	62.3	0	84.9	35.7	77.0	89.5	12.1	95.1	91.7	81.8	0	100.0	100.0	100.0	31.6	0.0	31.6	0.0	82.7	4.4	31.6	39.1	6.5	100.0	31.6	31.6	0.0	4.7
HtGene4390	3706	25.2	3706	3671	42	75	227	115	2182	0	205	342	863	3681	347	140	0	61	99.8	98.9	27.8	28.9	30.0	90.6	84.4	0.0	25.8	45.8	36.5	97.3	39.8	19.6	0	57.5	100.0	99.1	1.1	2.0	6.1	3.1	58.9	0.0	5.5	9.2	23.3	99.3	9.4	3.8	0.0	1.6
HtGene4400	807	21.7	807	335	0	0	0	0	0	0	0	0	124	582	0	0	0	0	98.9	75.5	0	0	0	0	0.0	0	0.0	0	96.8	84.3	0.0	0	0	0	100.0	41.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.4	72.1	0.0	0.0	0.0	0.0
HtGene4412	540	30.7	519	418	270	0	270	270	418	0	0	418	0	418	418	418	0	0	98.3	98.6	87.8	0	88.9	89.3	93.3	0.0	0.0	88.8	0	98.6	88.0	88.0	0	0.0	96.1	77.4	50.0	0.0	50.0	50.0	77.4	0.0	0.0	77.4	0.0	77.4	77.4	77.4	0.0	0.0
HtGene4418	885	25.8	885	885	0	0	192	0	885	419	0	221	440	885	403	401	0	0	99.7	99.7	0.0	0	88.5	0	94.4	78.8	0	38.9	65.0	99.1	60.9	42.1	0	0	100.0	100.0	0.0	0.0	21.7	0.0	100.0	47.3	0.0	25.0	49.7	100.0	45.5	45.3	0.0	0.0
HtGene4420	1713	29.7	1713	1712	268	0	580	282	1540	0	144	619	814	1713	1048	1003	141	0	99.8	99.8	26.7	0	77.4	60.3	87.7	0	25.4	82.9	78.9	99.0	80.7	76.8	100.0	0	100.0	99.9	15.6	0.0	33.9	16.5	89.9	0.0	8.4	36.1	47.5	100.0	61.2	58.6	8.2	0.0
HtGene4449	3735	27.3	3735	3735	507	0	114	0	2449	0	114	104	1520	3735	372	619	0	0	99.8	99.8	73.2	0.0	86.0	0	69.7	0	38.2	24.3	62.3	98.6	30.5	69.8	0	0.0	100.0	100.0	13.6	0.0	3.1	0.0	65.6	0.0	3.1	2.8	40.7	100.0	10.0	16.6	0.0	0.0
HtGene4451	708	33.2	708	708	92	0	327	0	580	191	92	368	61	666	408	410	0	0	98.3	98.3	89.1	0	78.3	0	95.0	56.4	20.7	68.3	21.6	92.7	61.7	79.6	0	0	100.0	100.0	13.0	0.0	46.2	0.0	81.9	27.0	13.0	52.0	8.6	94.1	57.6	57.9	0.0	0.0
HtGene4452	1566	28.1	1566	1566	938	0	1237	334	1566	1200	709	1313	926	1566	1185	1146	0	0	99.8	99.8	80.1	0	86.7	47.5	90.9	65.2	56.7	80.2	67.7	99.2	74.8	70.9	0	0.0	100.0	100.0	59.9	0.0	79.0	21.3	100.0	76.6	45.3	83.8	59.1	100.0	75.7	73.2	0.0	0.0
HtGene4476	2313	24.0	2313	2107	0	0	0	0	1942	0	0	0	295	1967	600	784	0	0	99.5	92.3	0	0.0	0.0	0	89.5	0.0	0.0	0.0	34.8	89.0	57.7	47.0	0	0.0	100.0	91.1	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	12.8	85.0	25.9	33.9	0.0	0.0
HtGene4497	897	28.5	897	874	372	0	494	384	897	0	0	583	194	897	707	788	0	0	99.3	99.7	55.2	0	71.8	79.3	92.4	0	0	71.3	37.8	98.4	69.6	78.8	0	0	100.0	97.4	41.5	0.0	55.1	42.8	100.0	0.0	0.0	65.0	21.6	100.0	78.8	87.8	0.0	0.0
HtGene4502	1915	29.7	1915	1915	761	0	490	0	1808	40	124	755	1170	1915	1232	1416	0	0	99.7	99.8	74.5	0.0	88.6	0.0	90.8	50.0	50.0	52.9	82.2	98.8	71.8	82.8	0	0.0	100.0	100.0	39.7	0.0	25.6	0.0	94.4	2.1	6.5	39.4	61.1	100.0	64.3	73.9	0.0	0.0
HtGene4506	1659	27.5	1659	1659	0	0	0	0	1299	0	0	0	862	1659	157	126	0	0	99.3	99.4	0	0	0	0	83.5	0.0	0	0	97.7	98.4	34.3	24.3	0	0	100.0	100.0	0.0	0.0	0.0	0.0	78.3	0.0	0.0	0.0	52.0	100.0	9.5	7.6	0.0	0.0
HtGene4510	2064	32.7	2064	2064	689	0	516	364	2046	706	397	575	426	2064	972	1163	0	0	99.9	99.9	81.3	0.0	79.4	70.8	89.1	70.7	65.9	77.0	59.0	98.8	84.1	78.6	0	0.0	100.0	100.0	33.4	0.0	25.0	17.6	99.1	34.2	19.2	27.9	20.6	100.0	47.1	56.3	0.0	0.0
HtGene4513	3072	27.2	3072	3072	0	0	252	0	1960	0	0	354	885	3071	0	670	0	0	99.9	99.9	0	0	74.5	0	82.8	0.0	0	73.2	63.0	99.1	0.0	63.2	0	0.0	100.0	100.0	0.0	0.0	8.2	0.0	63.8	0.0	0.0	11.5	28.8	100.0	0.0	21.8	0.0	0.0
HtGene4516	1947	26.8	1947	1947	119	0	608	0	1094	0	0	714	304	1866	637	733	0	0	99.5	99.5	28.9	0	73.1	0	70.0	0	0	74.3	25.2	95.3	61.2	53.4	0	0	100.0	100.0	6.1	0.0	31.2	0.0	56.2	0.0	0.0	36.7	15.6	95.8	32.7	37.6	0.0	0.0
HtGene4522	2121	25.1	2121	2089	879	153	643	274	1955	695	356	841	211	2082	1459	1758	0	0	99.3	99.5	70.6	98.0	63.5	50.2	91.9	59.1	41.1	62.2	48.7	98.0	78.7	83.9	0.0	0	100.0	98.5	41.4	7.2	30.3	12.9	92.2	32.8	16.8	39.7	9.9	98.2	68.8	82.9	0.0	0.0
HtGene4537	597	27.5	597	556	0	0	0	0	382	191	0	0	242	557	0	0	0	0	99.5	97.7	0	0	0	0	73.9	81.9	0	0.0	98.0	91.6	0.0	0	0	0	100.0	93.1	0.0	0.0	0.0	0.0	64.0	32.0	0.0	0.0	40.5	93.3	0.0	0.0	0.0	0.0
HtGene4539	2052	25.7	2052	2052	218	40	394	163	1709	31	0	571	281	2052	545	855	0	0	99.8	99.8	86.7	90.0	85.8	81.4	90.5	60.8	0	81.5	51.2	99.0	75.2	90.4	0	0.0	100.0	100.0	10.6	1.9	19.2	7.9	83.3	1.5	0.0	27.8	13.7	100.0	26.6	41.7	0.0	0.0
HtGene4549	1823	21.8	1823	1596	0	0	0	0	1342	0	0	0	362	1718	162	186	0	21	99.2	87.4	0.0	0	0	0	83.6	0.0	0	0.0	43.2	92.4	34.2	36.2	0	91.3	100.0	87.5	0.0	0.0	0.0	0.0	73.6	0.0	0.0	0.0	19.9	94.2	8.9	10.2	0.0	1.2
HtGene4560	1251	23.9	1251	1251	0	0	125	0	914	144	0	218	512	1251	203	219	0	0	99.7	99.7	0	0	75.7	0.0	85.8	61.2	0	78.6	73.0	98.9	43.0	90.0	0	0	100.0	100.0	0.0	0.0	10.0	0.0	73.1	11.5	0.0	17.4	40.9	100.0	16.2	17.5	0.0	0.0
HtGene4561	1904	22.7	1877	1243	0	0	0	0	803	0	0	0	137	1482	0	37	0	0	98.6	74.9	0.0	0.0	0	0.0	70.2	0.0	0	0.0	38.1	89.7	0.0	7.6	0	0.0	98.6	65.3	0.0	0.0	0.0	0.0	42.2	0.0	0.0	0.0	7.2	77.8	0.0	1.9	0.0	0.0
HtGene4571	738	30.6	738	738	173	0	0	0	738	328	0	173	124	738	176	176	0	0	99.6	99.6	86.9	0.0	0.0	0	92.5	57.6	0	87.3	32.0	99.2	33.5	55.6	0	0	100.0	100.0	23.4	0.0	0.0	0.0	100.0	44.4	0.0	23.4	16.8	100.0	23.8	23.8	0.0	0.0
HtGene4572	639	28.5	639	639	359	0	238	227	639	214	240	488	167	639	545	537	0	0	99.5	99.5	72.5	0	62.7	89.9	92.5	56.0	77.6	71.8	99.4	98.7	80.4	83.1	0	0	100.0	100.0	56.2	0.0	37.2	35.5	100.0	33.5	37.6	76.4	26.1	100.0	85.3	84.0	0.0	0.0
HtGene4573	1632	32.0	1632	1632	336	0	480	0	1564	400	0	918	850	1632	1297	1403	0	0	99.8	99.8	29.5	0	73.1	0.0	87.6	51.4	0	57.3	64.0	99.2	80.9	74.0	0.0	0	100.0	100.0	20.6	0.0	29.4	0.0	95.8	24.5	0.0	56.2	52.1	100.0	79.5	86.0	0.0	0.0
HtGene4575	2880	33.4	2880	2813	732	0	833	446	2453	421	264	961	1270	2756	1047	999	0	0	99.8	97.5	60.3	0.0	76.8	74.9	86.1	52.1	51.2	88.2	68.2	94.1	76.4	64.0	0	0.0	100.0	97.7	25.4	0.0	28.9	15.5	85.2	14.6	9.2	33.4	44.1	95.7	36.4	34.7	0.0	0.0
HtGene4576	3409	30.4	3409	3409	1774	448	1235	380	2368	1168	549	1694	913	3397	2077	2141	0	419	99.8	99.8	75.1	51.6	62.0	42.5	79.4	64.2	43.1	79.9	47.6	98.2	75.4	75.8	0	74.9	100.0	100.0	52.0	13.1	36.2	11.1	69.5	34.3	16.1	49.7	26.8	99.6	60.9	62.8	0.0	12.3
HtGene4581	1188	25.0	1188	1188	141	21	147	28	1061	27	23	127	181	1188	152	269	43	28	98.3	98.3	75.8	11.2	83.8	100.0	91.4	96.4	67.6	32.8	36.2	97.1	37.4	60.9	93.5	100.0	100.0	100.0	11.9	1.8	12.4	2.4	89.3	2.3	1.9	10.7	15.2	100.0	12.8	22.6	3.6	2.4
HtGene4582	912	18.9	912	870	0	0	0	0	528	0	0	0	0	912	128	238	0	0	99.7	95.4	0	0	0	0	87.9	0	0	0	0	99.0	54.8	46.1	0	0	100.0	95.4	0.0	0.0	0.0	0.0	57.9	0.0	0.0	0.0	0.0	100.0	14.0	26.1	0.0	0.0
HtGene4595	1245	22.9	1245	1245	729	0	327	244	1073	221	81	863	0	1245	948	999	0	0	99.8	99.8	78.8	0	54.0	48.1	93.1	40.0	44.7	78.1	0.0	99.0	83.9	87.2	0.0	0	100.0	100.0	58.6	0.0	26.3	19.6	86.2	17.8	6.5	69.3	0.0	100.0	76.1	80.2	0.0	0.0
HtGene4603	1473	24.0	1473	1180	0	0	29	0	727	0	0	0	173	1239	0	0	0	0	98.8	80.1	0	0	96.7	0.0	57.1	0	0	0.0	29.1	82.7	0.0	0.0	0	0	100.0	80.1	0.0	0.0	2.0	0.0	49.4	0.0	0.0	0.0	11.7	84.1	0.0	0.0	0.0	0.0
HtGene4607	2177	23.7	2177	2071	0	141	35	0	1098	378	0	0	116	1935	28	32	0	0	99.9	97.2	0.0	47.4	100.0	0.0	70.9	60.0	0	0.0	26.4	92.6	10.4	10.0	0.0	0.0	100.0	95.1	0.0	6.5	1.6	0.0	50.4	17.4	0.0	0.0	5.3	88.9	1.3	1.5	0.0	0.0
HtGene4614	1812	24.6	1812	1812	0	0	0	0	1464	174	0	0	406	1804	191	230	0	0	99.7	99.7	0	0	0	0	87.3	42.8	0.0	0	73.8	98.4	36.2	39.6	0	0	100.0	100.0	0.0	0.0	0.0	0.0	80.8	9.6	0.0	0.0	22.4	99.6	10.5	12.7	0.0	0.0
HtGene4615	3525	27.7	3525	3525	796	0	696	161	3525	0	329	1166	1037	3525	1589	1610	0	0	99.8	99.8	64.1	0	59.3	22.7	92.9	0.0	72.9	54.5	60.1	99.1	67.9	65.3	0	0	100.0	100.0	22.6	0.0	19.7	4.6	100.0	0.0	9.3	33.1	29.4	100.0	45.1	45.7	0.0	0.0
HtGene4619	2172	29.8	2172	2172	38	169	64	37	1020	187	41	47	989	2172	603	483	0	31	99.9	99.9	25.9	93.5	23.9	16.4	89.2	60.4	80.4	8.9	83.0	98.7	51.3	44.0	0.0	18.6	100.0	100.0	1.7	7.8	2.9	1.7	47.0	8.6	1.9	2.2	45.5	100.0	27.8	22.2	0.0	1.4
HtGene4622	1275	29.5	1274	1274	345	0	780	219	1274	327	311	984	367	1266	668	935	0	0	99.3	99.4	37.2	0	74.8	35.2	92.2	51.2	40.7	72.9	48.4	98.4	62.0	81.3	0	0	99.9	99.9	27.1	0.0	61.2	17.2	99.9	25.6	24.4	77.2	28.8	99.3	52.4	73.3	0.0	0.0
HtGene4639	1041	24.4	1040	1040	99	0	219	0	919	0	0	45	395	993	279	363	0	39	99.2	99.3	87.0	0.0	62.3	0.0	86.0	0.0	0.0	70.3	78.9	98.7	60.7	68.1	0.0	20.3	99.9	99.9	9.5	0.0	21.0	0.0	88.3	0.0	0.0	4.3	37.9	95.4	26.8	34.9	0.0	3.7
HtGene4646	2427	35.6	2427	2427	892	0	889	144	1852	674	434	1011	75	2427	1132	1173	0	0	99.8	99.8	80.4	0.0	73.6	37.6	89.7	81.1	47.8	75.7	7.8	98.5	74.7	68.9	0.0	0.0	100.0	100.0	36.8	0.0	36.6	5.9	76.3	27.8	17.9	41.7	3.1	100.0	46.6	48.3	0.0	0.0
HtGene4653	2181	24.6	2181	2178	159	0	143	100	1429	82	0	203	552	2132	251	251	0	0	99.7	99.7	83.3	0.0	43.4	93.0	81.9	21.8	0	34.3	54.2	96.2	62.5	22.5	0	0	100.0	99.9	7.3	0.0	6.6	4.6	65.5	3.8	0.0	9.3	25.3	97.8	11.5	11.5	0.0	0.0
